top,left,qtr,time_remaining,result,shot_type,distance_ft,lead,lebron_team_score,opponent_team_score,opponent,team,season,color
240,437,2nd Qtr,4:02,False,3,27,False,44,55,MIL,GSW,2023,red
183,322,2nd Qtr,2:57,False,2,15,False,47,55,MIL,GSW,2023,red
62,270,2nd Qtr,0:38,False,2,3,False,52,60,MIL,GSW,2023,red
198,458,2nd Qtr,0:01,False,3,26,False,52,64,MIL,GSW,2023,red
211,457,3rd Qtr,9:56,False,3,27,False,54,71,MIL,GSW,2023,red
80,313,3rd Qtr,9:35,False,2,8,False,54,72,MIL,GSW,2023,red
69,244,3rd Qtr,8:56,True,2,2,False,58,75,MIL,GSW,2023,green
300,335,3rd Qtr,5:51,True,3,27,False,62,85,MIL,GSW,2023,green
311,147,3rd Qtr,4:51,False,3,27,False,66,85,MIL,GSW,2023,red
190,304,3rd Qtr,4:07,True,2,15,False,69,87,MIL,GSW,2023,green
243,74,3rd Qtr,3:13,False,3,25,False,71,87,MIL,GSW,2023,red
61,384,1st Qtr,11:44,True,2,14,True,2,0,IND,GSW,2023,green
259,385,1st Qtr,7:53,True,3,25,True,10,4,IND,GSW,2023,green
79,264,1st Qtr,6:59,True,2,4,True,15,9,IND,GSW,2023,green
68,473,1st Qtr,5:02,True,3,23,True,20,11,IND,GSW,2023,green
320,318,1st Qtr,4:37,False,3,28,True,20,11,IND,GSW,2023,red
66,265,1st Qtr,3:15,True,2,3,True,22,15,IND,GSW,2023,green
146,8,1st Qtr,0:48,False,3,25,True,24,22,IND,GSW,2023,red
68,227,2nd Qtr,4:35,True,2,2,False,42,52,IND,GSW,2023,green
67,256,2nd Qtr,2:40,False,2,2,False,42,63,IND,GSW,2023,red
346,309,2nd Qtr,1:51,False,3,30,False,44,68,IND,GSW,2023,red
52,244,2nd Qtr,1:11,True,2,0,False,48,71,IND,GSW,2023,green
348,242,2nd Qtr,0:49,True,3,30,False,51,71,IND,GSW,2023,green
180,24,2nd Qtr,0:01,True,3,25,False,54,74,IND,GSW,2023,green
318,372,3rd Qtr,6:56,True,3,30,False,71,78,IND,GSW,2023,green
73,216,3rd Qtr,6:06,False,2,3,False,71,78,IND,GSW,2023,red
75,261,3rd Qtr,4:16,True,2,3,False,79,83,IND,GSW,2023,green
341,310,3rd Qtr,3:43,False,3,30,False,80,86,IND,GSW,2023,red
63,257,3rd Qtr,3:13,False,2,2,False,80,89,IND,GSW,2023,red
279,388,3rd Qtr,2:20,False,3,27,False,80,93,IND,GSW,2023,red
340,291,1st Qtr,10:07,False,3,29,False,3,4,PHO,GSW,2023,red
43,12,1st Qtr,9:23,False,3,23,False,3,4,PHO,GSW,2023,red
304,308,1st Qtr,8:57,True,3,26,False,6,7,PHO,GSW,2023,green
83,293,1st Qtr,7:02,False,2,6,True,10,9,PHO,GSW,2023,red
75,314,1st Qtr,6:38,True,2,8,True,12,11,PHO,GSW,2023,green
266,390,2nd Qtr,9:42,False,3,26,False,31,38,PHO,GSW,2023,red
67,212,2nd Qtr,8:39,False,2,3,False,33,40,PHO,GSW,2023,red
101,145,2nd Qtr,7:16,False,2,11,False,36,43,PHO,GSW,2023,red
42,17,2nd Qtr,7:11,False,3,22,False,36,43,PHO,GSW,2023,red
213,445,3rd Qtr,6:32,True,3,26,False,57,76,PHO,GSW,2023,green
183,13,4th Qtr,10:32,False,3,26,False,83,98,PHO,GSW,2023,red
233,48,4th Qtr,10:20,False,3,26,False,83,98,PHO,GSW,2023,red
323,72,4th Qtr,8:20,False,3,32,False,86,100,PHO,GSW,2023,red
74,283,4th Qtr,7:45,True,2,5,False,88,102,PHO,GSW,2023,green
180,211,4th Qtr,6:35,False,2,13,False,89,105,PHO,GSW,2023,red
317,130,4th Qtr,5:43,True,3,29,False,92,105,PHO,GSW,2023,green
353,312,4th Qtr,4:22,True,3,31,False,95,110,PHO,GSW,2023,green
125,4,4th Qtr,3:45,True,3,25,False,98,113,PHO,GSW,2023,green
113,252,4th Qtr,3:05,True,2,6,False,102,113,PHO,GSW,2023,green
323,284,4th Qtr,2:12,False,3,27,False,105,117,PHO,GSW,2023,red
323,423,4th Qtr,0:40,False,3,33,False,113,123,PHO,GSW,2023,red
285,86,4th Qtr,0:36,False,3,28,False,113,123,PHO,GSW,2023,red
58,230,1st Qtr,9:08,True,2,1,True,10,4,SAS,GSW,2023,green
247,418,1st Qtr,8:32,True,3,27,True,13,4,SAS,GSW,2023,green
61,237,1st Qtr,7:42,True,2,1,True,17,4,SAS,GSW,2023,green
75,9,1st Qtr,6:39,False,3,23,True,17,7,SAS,GSW,2023,red
252,64,1st Qtr,4:21,False,3,27,True,17,13,SAS,GSW,2023,red
213,439,2nd Qtr,5:49,False,3,26,True,54,47,SAS,GSW,2023,red
58,264,2nd Qtr,3:51,True,2,3,True,61,50,SAS,GSW,2023,green
308,187,3rd Qtr,9:55,False,3,26,True,76,67,SAS,GSW,2023,red
190,468,3rd Qtr,7:01,True,3,27,True,89,75,SAS,GSW,2023,green
314,195,3rd Qtr,6:43,False,3,27,True,89,75,SAS,GSW,2023,red
62,258,3rd Qtr,5:20,True,2,2,True,95,77,SAS,GSW,2023,green
64,215,3rd Qtr,4:56,False,2,3,True,95,77,SAS,GSW,2023,red
258,70,1st Qtr,5:34,True,3,27,False,8,19,CHI,GSW,2023,green
315,166,1st Qtr,5:04,False,3,28,False,8,19,CHI,GSW,2023,red
143,237,1st Qtr,2:59,True,2,9,False,12,27,CHI,GSW,2023,green
293,338,2nd Qtr,7:20,False,3,26,False,38,46,CHI,GSW,2023,red
220,421,2nd Qtr,4:31,True,3,25,False,49,54,CHI,GSW,2023,green
348,152,2nd Qtr,1:48,False,3,31,False,55,57,CHI,GSW,2023,red
259,80,2nd Qtr,1:30,False,3,26,False,56,57,CHI,GSW,2023,red
51,5,2nd Qtr,0:29,True,3,24,True,62,59,CHI,GSW,2023,green
175,269,3rd Qtr,10:01,True,2,13,True,69,62,CHI,GSW,2023,green
303,273,4th Qtr,9:30,False,3,25,False,91,103,CHI,GSW,2023,red
41,240,4th Qtr,8:55,True,2,1,False,93,106,CHI,GSW,2023,green
215,176,4th Qtr,8:31,True,2,18,False,95,108,CHI,GSW,2023,green
52,253,4th Qtr,8:06,True,2,1,False,97,108,CHI,GSW,2023,green
311,167,4th Qtr,6:56,False,3,27,False,99,110,CHI,GSW,2023,red
36,15,4th Qtr,6:16,False,3,23,False,99,110,CHI,GSW,2023,red
248,87,1st Qtr,11:12,False,3,25,False,0,2,WAS,GSW,2023,red
316,221,1st Qtr,9:10,True,3,27,False,9,10,WAS,GSW,2023,green
137,328,1st Qtr,8:28,False,2,12,False,9,10,WAS,GSW,2023,red
118,325,1st Qtr,5:53,True,2,11,True,15,14,WAS,GSW,2023,green
183,9,1st Qtr,5:00,False,3,27,False,16,18,WAS,GSW,2023,red
316,333,1st Qtr,1:56,True,3,28,True,29,24,WAS,GSW,2023,green
64,253,1st Qtr,0:59,True,2,2,True,33,26,WAS,GSW,2023,green
318,402,1st Qtr,0:34,False,3,31,True,33,28,WAS,GSW,2023,red
153,373,1st Qtr,0:06,False,2,17,True,33,30,WAS,GSW,2023,red
89,278,2nd Qtr,4:20,False,2,5,False,50,50,WAS,GSW,2023,red
340,300,2nd Qtr,3:33,False,3,30,False,53,55,WAS,GSW,2023,red
128,373,2nd Qtr,1:52,False,2,15,False,56,62,WAS,GSW,2023,red
103,196,2nd Qtr,0:35,True,2,7,True,66,64,WAS,GSW,2023,green
211,303,3rd Qtr,10:38,True,2,17,True,71,67,WAS,GSW,2023,green
211,447,3rd Qtr,10:13,False,3,26,True,71,69,WAS,GSW,2023,red
303,273,3rd Qtr,7:08,False,3,25,False,78,81,WAS,GSW,2023,red
295,343,3rd Qtr,5:12,False,3,27,False,80,85,WAS,GSW,2023,red
194,197,3rd Qtr,4:43,False,2,15,False,80,87,WAS,GSW,2023,red
283,91,3rd Qtr,3:47,True,3,28,False,85,89,WAS,GSW,2023,green
69,278,3rd Qtr,3:12,False,2,4,False,85,91,WAS,GSW,2023,red
179,455,3rd Qtr,2:28,True,3,25,False,91,93,WAS,GSW,2023,green
67,330,3rd Qtr,1:11,False,2,9,False,93,93,WAS,GSW,2023,red
266,445,3rd Qtr,1:06,False,3,30,False,93,93,WAS,GSW,2023,red
302,129,4th Qtr,5:54,True,3,28,True,108,106,WAS,GSW,2023,green
63,320,4th Qtr,5:07,True,2,8,True,110,106,WAS,GSW,2023,green
258,52,4th Qtr,3:58,True,3,28,True,115,111,WAS,GSW,2023,green
158,49,4th Qtr,2:01,True,2,22,True,120,114,WAS,GSW,2023,green
315,156,4th Qtr,1:31,False,3,28,True,120,114,WAS,GSW,2023,red
84,107,1st Qtr,8:39,False,2,14,False,6,11,BOS,GSW,2023,red
103,20,1st Qtr,7:22,False,3,23,True,12,11,BOS,GSW,2023,red
249,425,1st Qtr,6:55,False,3,27,False,12,13,BOS,GSW,2023,red
252,69,1st Qtr,2:56,True,3,26,False,19,21,BOS,GSW,2023,green
197,308,1st Qtr,2:25,False,2,16,False,19,21,BOS,GSW,2023,red
341,230,1st Qtr,1:37,False,3,29,False,19,21,BOS,GSW,2023,red
216,36,1st Qtr,0:42,True,3,26,True,24,23,BOS,GSW,2023,green
244,436,2nd Qtr,4:53,False,3,28,False,35,42,BOS,GSW,2023,red
156,476,2nd Qtr,3:04,True,3,26,True,45,44,BOS,GSW,2023,green
239,145,2nd Qtr,1:35,True,2,21,False,49,50,BOS,GSW,2023,green
228,146,3rd Qtr,10:48,True,2,20,True,59,55,BOS,GSW,2023,green
278,69,3rd Qtr,9:57,False,3,28,True,61,57,BOS,GSW,2023,red
59,-3,3rd Qtr,4:35,True,3,24,True,81,72,BOS,GSW,2023,green
308,239,3rd Qtr,3:49,False,3,26,True,81,72,BOS,GSW,2023,red
209,314,3rd Qtr,3:09,False,2,18,True,81,72,BOS,GSW,2023,red
197,450,4th Qtr,6:58,False,3,26,True,97,89,BOS,GSW,2023,red
71,205,4th Qtr,6:23,False,2,4,True,97,89,BOS,GSW,2023,red
243,69,4th Qtr,5:32,False,3,26,True,97,94,BOS,GSW,2023,red
62,468,4th Qtr,2:33,False,3,23,True,102,98,BOS,GSW,2023,red
303,275,4th Qtr,2:04,False,3,25,True,102,98,BOS,GSW,2023,red
83,271,4th Qtr,0:28,True,2,4,True,106,103,BOS,GSW,2023,green
276,353,4th Qtr,0:01,False,3,25,False,106,106,BOS,GSW,2023,red
209,440,1st OT,2:42,True,3,26,True,111,110,BOS,GSW,2023,green
266,92,1st OT,0:55,False,3,26,False,113,119,BOS,GSW,2023,red
74,184,1st Qtr,10:38,True,2,6,False,2,8,BRK,GSW,2023,green
64,208,1st Qtr,5:51,True,2,3,False,15,17,BRK,GSW,2023,green
223,33,1st Qtr,3:34,True,3,27,False,22,24,BRK,GSW,2023,green
307,137,1st Qtr,1:56,False,3,28,False,24,26,BRK,GSW,2023,red
323,150,2nd Qtr,5:09,True,3,29,True,59,50,BRK,GSW,2023,green
77,206,2nd Qtr,2:18,True,2,4,True,68,53,BRK,GSW,2023,green
85,476,3rd Qtr,10:41,True,3,24,True,75,63,BRK,GSW,2023,green
77,202,3rd Qtr,9:34,False,2,5,True,75,63,BRK,GSW,2023,red
167,393,3rd Qtr,7:33,False,2,19,True,75,72,BRK,GSW,2023,red
238,429,3rd Qtr,6:27,True,3,27,True,78,75,BRK,GSW,2023,green
249,57,3rd Qtr,3:35,False,3,27,False,80,81,BRK,GSW,2023,red
236,448,3rd Qtr,0:02,False,3,28,True,90,86,BRK,GSW,2023,red
65,24,4th Qtr,4:03,False,2,22,True,110,105,BRK,GSW,2023,red
221,351,4th Qtr,2:12,False,2,20,True,112,109,BRK,GSW,2023,red
161,280,4th Qtr,0:41,False,2,12,True,116,115,BRK,GSW,2023,red
316,407,4th Qtr,0:07,False,3,31,False,116,120,BRK,GSW,2023,red
261,82,1st Qtr,11:15,False,3,26,False,0,0,MEM,GSW,2023,red
61,279,1st Qtr,9:01,True,2,4,False,6,8,MEM,GSW,2023,green
216,340,2nd Qtr,10:27,False,2,19,False,27,28,MEM,GSW,2023,red
295,295,2nd Qtr,7:22,True,3,25,True,35,30,MEM,GSW,2023,green
249,232,2nd Qtr,5:26,False,2,20,True,35,34,MEM,GSW,2023,red
128,337,2nd Qtr,4:29,True,2,12,True,39,37,MEM,GSW,2023,green
225,433,2nd Qtr,1:58,False,3,26,True,48,44,MEM,GSW,2023,red
232,239,2nd Qtr,0:19,True,2,18,True,53,52,MEM,GSW,2023,green
356,237,3rd Qtr,6:47,False,3,31,False,68,73,MEM,GSW,2023,red
113,252,3rd Qtr,6:14,False,2,6,False,68,76,MEM,GSW,2023,red
299,112,3rd Qtr,4:51,True,3,28,False,74,80,MEM,GSW,2023,green
52,333,3rd Qtr,2:59,False,2,9,False,79,83,MEM,GSW,2023,red
230,52,3rd Qtr,2:27,True,3,26,False,84,85,MEM,GSW,2023,green
251,239,3rd Qtr,1:56,False,2,20,False,85,85,MEM,GSW,2023,red
110,247,3rd Qtr,0:58,True,2,6,False,87,92,MEM,GSW,2023,green
254,403,4th Qtr,4:25,True,3,26,False,107,111,MEM,GSW,2023,green
64,286,4th Qtr,3:53,True,2,5,False,109,113,MEM,GSW,2023,green
263,296,4th Qtr,2:18,True,2,22,False,113,113,MEM,GSW,2023,green
88,270,1st Qtr,9:58,True,2,5,False,4,4,TOR,GSW,2023,green
73,286,1st Qtr,8:53,True,2,5,False,8,10,TOR,GSW,2023,green
323,206,1st Qtr,8:09,False,3,27,False,8,13,TOR,GSW,2023,red
87,270,1st Qtr,7:25,True,2,5,False,10,16,TOR,GSW,2023,green
285,67,1st Qtr,6:29,True,3,29,False,15,19,TOR,GSW,2023,green
103,240,1st Qtr,2:25,True,2,5,False,26,29,TOR,GSW,2023,green
61,287,1st Qtr,1:18,True,2,5,False,31,31,TOR,GSW,2023,green
79,206,1st Qtr,0:03,False,2,4,False,34,36,TOR,GSW,2023,red
100,237,2nd Qtr,5:26,False,2,5,False,44,46,TOR,GSW,2023,red
67,291,2nd Qtr,1:39,True,2,5,True,62,58,TOR,GSW,2023,green
75,207,3rd Qtr,10:53,False,2,4,True,66,64,TOR,GSW,2023,red
85,273,3rd Qtr,8:17,True,2,5,False,68,70,TOR,GSW,2023,green
320,186,3rd Qtr,6:55,False,3,28,False,71,75,TOR,GSW,2023,red
118,14,3rd Qtr,6:27,True,3,24,True,76,75,TOR,GSW,2023,green
89,270,3rd Qtr,4:44,False,2,5,False,81,81,TOR,GSW,2023,red
271,389,3rd Qtr,4:23,False,3,27,False,81,83,TOR,GSW,2023,red
253,72,3rd Qtr,0:38,True,3,26,True,95,92,TOR,GSW,2023,green
126,303,4th Qtr,6:47,True,2,10,True,107,102,TOR,GSW,2023,green
333,248,4th Qtr,3:33,True,3,28,True,117,108,TOR,GSW,2023,green
73,219,4th Qtr,1:17,True,2,3,True,127,117,TOR,GSW,2023,green
233,450,4th Qtr,0:51,False,3,28,True,127,117,TOR,GSW,2023,red
261,386,1st Qtr,11:10,False,3,26,True,3,0,OKC,GSW,2023,red
75,219,1st Qtr,10:45,True,2,3,True,5,0,OKC,GSW,2023,green
316,243,1st Qtr,7:31,True,3,27,True,14,10,OKC,GSW,2023,green
68,258,1st Qtr,6:02,True,2,3,True,19,10,OKC,GSW,2023,green
115,248,1st Qtr,3:16,False,2,7,True,24,15,OKC,GSW,2023,red
39,10,1st Qtr,1:16,True,3,23,True,35,18,OKC,GSW,2023,green
283,354,1st Qtr,0:07,True,3,26,True,38,18,OKC,GSW,2023,green
243,49,2nd Qtr,1:47,True,3,27,True,60,42,OKC,GSW,2023,green
77,225,3rd Qtr,8:54,True,2,3,True,71,52,OKC,GSW,2023,green
67,268,3rd Qtr,7:30,True,2,3,True,74,57,OKC,GSW,2023,green
283,348,3rd Qtr,6:04,False,3,26,True,79,61,OKC,GSW,2023,red
238,68,3rd Qtr,5:12,False,3,25,True,79,63,OKC,GSW,2023,red
282,126,3rd Qtr,3:20,True,3,26,True,84,70,OKC,GSW,2023,green
299,369,3rd Qtr,1:51,False,3,28,True,86,74,OKC,GSW,2023,red
162,318,3rd Qtr,0:40,False,2,14,True,88,79,OKC,GSW,2023,red
185,443,3rd Qtr,0:31,True,3,24,True,91,79,OKC,GSW,2023,green
313,344,3rd Qtr,0:05,True,3,28,True,94,82,OKC,GSW,2023,green
328,233,4th Qtr,6:23,False,3,28,True,107,101,OKC,GSW,2023,red
221,442,4th Qtr,3:54,False,3,26,True,109,107,OKC,GSW,2023,red
199,457,4th Qtr,2:35,True,3,26,True,115,107,OKC,GSW,2023,green
279,91,1st Qtr,9:43,False,3,27,False,4,7,MIN,GSW,2023,red
223,54,1st Qtr,3:30,True,3,25,True,24,22,MIN,GSW,2023,green
113,282,1st Qtr,3:02,False,2,8,False,24,24,MIN,GSW,2023,red
100,11,1st Qtr,1:14,True,3,23,True,31,29,MIN,GSW,2023,green
136,7,1st Qtr,0:39,True,3,25,True,34,29,MIN,GSW,2023,green
248,73,2nd Qtr,2:34,True,3,26,True,64,58,MIN,GSW,2023,green
63,15,2nd Qtr,1:05,False,3,23,True,66,60,MIN,GSW,2023,red
258,395,2nd Qtr,0:14,True,3,26,True,71,60,MIN,GSW,2023,green
199,225,3rd Qtr,8:02,False,2,15,True,79,73,MIN,GSW,2023,red
223,277,3rd Qtr,7:32,False,2,18,True,79,74,MIN,GSW,2023,red
223,317,4th Qtr,10:46,True,2,19,True,98,85,MIN,GSW,2023,green
59,226,4th Qtr,8:23,False,2,2,True,98,95,MIN,GSW,2023,red
208,47,4th Qtr,6:07,False,3,25,True,102,101,MIN,GSW,2023,red
218,219,4th Qtr,5:40,False,2,17,True,102,101,MIN,GSW,2023,red
77,233,4th Qtr,5:22,True,2,3,True,104,103,MIN,GSW,2023,green
274,415,4th Qtr,3:03,False,3,28,True,106,105,MIN,GSW,2023,red
72,237,4th Qtr,1:39,True,2,2,False,110,110,MIN,GSW,2023,green
236,328,4th Qtr,0:06,False,2,21,False,110,110,MIN,GSW,2023,red
290,368,1st OT,3:50,False,3,27,True,112,110,MIN,GSW,2023,red
257,100,1st OT,0:32,False,3,25,False,114,117,MIN,GSW,2023,red
341,135,1st OT,0:03,False,3,31,False,114,119,MIN,GSW,2023,red
353,102,1st Qtr,10:35,True,3,33,True,6,4,DEN,GSW,2023,green
67,271,1st Qtr,9:19,True,2,4,True,13,6,DEN,GSW,2023,green
169,16,1st Qtr,6:19,False,3,25,True,18,14,DEN,GSW,2023,red
305,323,1st Qtr,4:53,True,3,27,True,24,20,DEN,GSW,2023,green
220,333,2nd Qtr,3:43,True,2,19,True,62,54,DEN,GSW,2023,green
64,213,2nd Qtr,2:07,True,2,3,True,67,60,DEN,GSW,2023,green
353,221,2nd Qtr,1:38,False,3,30,True,67,63,DEN,GSW,2023,red
340,318,2nd Qtr,0:20,False,3,30,False,69,70,DEN,GSW,2023,red
285,139,3rd Qtr,9:57,False,3,26,False,74,75,DEN,GSW,2023,red
177,467,3rd Qtr,8:46,True,3,26,True,78,75,DEN,GSW,2023,green
218,379,3rd Qtr,4:21,False,2,22,False,85,91,DEN,GSW,2023,red
118,243,3rd Qtr,3:25,False,2,7,False,85,97,DEN,GSW,2023,red
183,187,4th Qtr,11:07,True,2,14,False,93,105,DEN,GSW,2023,green
63,265,4th Qtr,9:50,True,2,3,False,97,111,DEN,GSW,2023,green
313,176,4th Qtr,9:25,False,3,27,False,97,113,DEN,GSW,2023,red
263,87,4th Qtr,6:53,True,3,26,False,105,118,DEN,GSW,2023,green
67,468,4th Qtr,4:51,True,3,23,False,109,122,DEN,GSW,2023,green
133,70,1st Qtr,10:58,True,2,19,True,4,0,DAL,GSW,2023,green
106,473,1st Qtr,5:57,True,3,24,True,22,10,DAL,GSW,2023,green
126,257,1st Qtr,4:09,True,2,8,True,24,17,DAL,GSW,2023,green
208,26,1st Qtr,3:18,False,3,27,True,24,21,DAL,GSW,2023,red
85,198,2nd Qtr,3:11,True,2,5,True,65,48,DAL,GSW,2023,green
300,294,2nd Qtr,2:57,False,3,26,True,65,48,DAL,GSW,2023,red
140,468,2nd Qtr,2:01,False,3,25,True,65,54,DAL,GSW,2023,red
70,212,3rd Qtr,10:31,True,2,3,True,77,59,DAL,GSW,2023,green
313,241,3rd Qtr,7:31,True,3,26,True,85,68,DAL,GSW,2023,green
118,299,3rd Qtr,4:06,True,2,9,True,94,75,DAL,GSW,2023,green
310,72,3rd Qtr,3:37,False,3,31,True,96,75,DAL,GSW,2023,red
296,313,1st Qtr,10:00,False,3,26,True,7,6,LAL,GSW,2023,red
303,212,1st Qtr,9:18,False,3,25,False,7,9,LAL,GSW,2023,red
198,197,1st Qtr,6:03,False,2,15,False,10,23,LAL,GSW,2023,red
258,87,2nd Qtr,7:26,True,3,26,False,35,39,LAL,GSW,2023,green
57,248,2nd Qtr,6:57,True,2,1,False,37,41,LAL,GSW,2023,green
76,11,2nd Qtr,5:35,True,3,23,False,40,41,LAL,GSW,2023,green
175,285,2nd Qtr,3:31,False,2,13,False,40,47,LAL,GSW,2023,red
281,335,3rd Qtr,11:24,False,3,25,False,54,55,LAL,GSW,2023,red
125,242,3rd Qtr,8:20,False,2,8,False,57,64,LAL,GSW,2023,red
179,453,3rd Qtr,7:49,False,3,25,False,57,67,LAL,GSW,2023,red
250,400,3rd Qtr,6:10,False,3,26,False,61,67,LAL,GSW,2023,red
74,258,4th Qtr,11:50,False,2,3,False,72,78,LAL,GSW,2023,red
298,192,4th Qtr,11:39,True,3,25,False,75,78,LAL,GSW,2023,green
178,365,4th Qtr,10:07,True,2,18,False,77,84,LAL,GSW,2023,green
66,221,4th Qtr,8:16,True,2,2,False,83,87,LAL,GSW,2023,green
333,304,4th Qtr,7:54,True,3,29,False,86,87,LAL,GSW,2023,green
291,182,4th Qtr,2:23,True,3,25,False,98,103,LAL,GSW,2023,green
273,127,4th Qtr,1:14,False,3,25,False,101,105,LAL,GSW,2023,red
148,468,4th Qtr,0:26,False,3,25,False,101,109,LAL,GSW,2023,red
279,122,4th Qtr,0:06,False,3,26,False,105,113,LAL,GSW,2023,red
199,447,1st Qtr,5:15,True,3,25,False,20,22,OKC,GSW,2023,green
176,22,2nd Qtr,11:19,True,3,25,False,36,40,OKC,GSW,2023,green
318,208,2nd Qtr,10:33,True,3,27,False,39,42,OKC,GSW,2023,green
264,72,2nd Qtr,9:58,False,3,27,False,39,42,OKC,GSW,2023,red
313,317,2nd Qtr,2:14,True,3,27,True,60,57,OKC,GSW,2023,green
66,266,2nd Qtr,1:19,True,2,3,True,64,62,OKC,GSW,2023,green
215,139,3rd Qtr,10:22,False,2,19,False,70,74,OKC,GSW,2023,red
65,12,3rd Qtr,8:56,True,3,23,True,78,76,OKC,GSW,2023,green
46,256,3rd Qtr,8:29,True,2,2,True,80,76,OKC,GSW,2023,green
73,254,3rd Qtr,6:52,True,2,3,True,82,80,OKC,GSW,2023,green
82,300,3rd Qtr,6:26,False,2,7,True,82,81,OKC,GSW,2023,red
259,92,3rd Qtr,4:41,True,3,26,False,87,90,OKC,GSW,2023,green
103,71,3rd Qtr,3:34,False,2,18,False,87,92,OKC,GSW,2023,red
282,388,3rd Qtr,0:20,True,3,27,False,99,105,OKC,GSW,2023,green
75,303,4th Qtr,11:35,True,2,7,False,101,105,OKC,GSW,2023,green
325,241,4th Qtr,11:15,True,3,28,False,104,107,OKC,GSW,2023,green
258,420,4th Qtr,9:17,False,3,28,False,106,114,OKC,GSW,2023,red
279,123,4th Qtr,8:13,False,3,26,False,108,119,OKC,GSW,2023,red
323,233,4th Qtr,3:14,True,3,27,False,118,130,OKC,GSW,2023,green
316,223,4th Qtr,2:29,False,3,27,False,118,132,OKC,GSW,2023,red
304,261,4th Qtr,2:24,True,3,26,False,121,132,OKC,GSW,2023,green
284,121,4th Qtr,2:03,False,3,26,False,121,132,OKC,GSW,2023,red
213,33,4th Qtr,0:47,False,3,26,False,128,135,OKC,GSW,2023,red
66,258,1st Qtr,8:51,False,2,2,False,6,16,MEM,GSW,2023,red
50,240,1st Qtr,8:48,False,2,0,False,6,16,MEM,GSW,2023,red
123,12,1st Qtr,5:12,True,3,24,False,17,26,MEM,GSW,2023,green
328,253,1st Qtr,4:09,False,3,28,False,21,28,MEM,GSW,2023,red
102,9,2nd Qtr,11:10,False,3,24,False,30,50,MEM,GSW,2023,red
231,245,2nd Qtr,10:33,True,2,18,False,35,50,MEM,GSW,2023,green
194,23,2nd Qtr,9:52,True,3,26,False,38,53,MEM,GSW,2023,green
75,265,2nd Qtr,8:34,False,2,4,False,41,53,MEM,GSW,2023,red
58,259,2nd Qtr,8:05,True,2,2,False,43,55,MEM,GSW,2023,green
364,234,2nd Qtr,7:02,True,3,31,False,49,55,MEM,GSW,2023,green
46,81,2nd Qtr,6:22,False,2,16,False,49,57,MEM,GSW,2023,red
63,259,2nd Qtr,4:48,True,2,2,False,53,57,MEM,GSW,2023,green
312,307,2nd Qtr,1:23,False,3,27,False,57,70,MEM,GSW,2023,red
73,249,3rd Qtr,10:58,True,2,2,False,63,77,MEM,GSW,2023,green
313,217,3rd Qtr,8:55,True,3,26,False,69,79,MEM,GSW,2023,green
151,237,3rd Qtr,6:56,True,2,10,False,76,84,MEM,GSW,2023,green
68,247,4th Qtr,7:58,True,2,2,False,100,113,MEM,GSW,2023,green
65,273,4th Qtr,7:09,False,2,4,False,100,113,MEM,GSW,2023,red
313,219,4th Qtr,4:15,False,3,26,False,102,120,MEM,GSW,2023,red
67,270,1st Qtr,8:37,False,2,3,False,4,4,MIL,GSW,2023,red
294,432,1st Qtr,7:54,False,3,31,False,4,4,MIL,GSW,2023,red
208,455,1st Qtr,4:25,False,3,27,False,10,14,MIL,GSW,2023,red
85,197,1st Qtr,4:05,True,2,6,False,12,14,MIL,GSW,2023,green
230,53,2nd Qtr,6:45,False,3,26,True,37,35,MIL,GSW,2023,red
177,314,2nd Qtr,4:51,True,2,15,True,44,38,MIL,GSW,2023,green
238,59,2nd Qtr,4:31,True,3,26,True,47,41,MIL,GSW,2023,green
273,107,2nd Qtr,3:57,False,3,26,True,47,41,MIL,GSW,2023,red
98,248,2nd Qtr,2:23,False,2,5,True,47,41,MIL,GSW,2023,red
123,220,2nd Qtr,1:54,False,2,8,True,47,44,MIL,GSW,2023,red
335,212,3rd Qtr,10:38,False,3,29,True,52,51,MIL,GSW,2023,red
188,25,3rd Qtr,8:54,True,3,26,True,63,53,MIL,GSW,2023,green
309,281,3rd Qtr,7:28,False,3,26,True,66,53,MIL,GSW,2023,red
100,266,3rd Qtr,5:55,False,2,6,True,66,56,MIL,GSW,2023,red
82,283,3rd Qtr,5:13,True,2,5,True,68,58,MIL,GSW,2023,green
98,319,3rd Qtr,3:27,False,2,9,True,70,63,MIL,GSW,2023,red
314,198,4th Qtr,8:43,False,3,27,False,83,84,MIL,GSW,2023,red
92,129,4th Qtr,6:03,True,2,12,False,92,92,MIL,GSW,2023,green
279,405,4th Qtr,2:55,False,3,28,False,97,105,MIL,GSW,2023,red
105,473,4th Qtr,1:51,True,3,24,False,103,108,MIL,GSW,2023,green
194,456,4th Qtr,1:08,True,3,26,False,106,108,MIL,GSW,2023,green
74,200,4th Qtr,0:45,True,2,5,False,108,108,MIL,GSW,2023,green
288,129,4th Qtr,0:19,True,3,26,False,111,111,MIL,GSW,2023,green
172,148,1st OT,3:55,True,2,15,False,113,113,MIL,GSW,2023,green
279,57,1st OT,2:04,True,3,29,True,120,113,MIL,GSW,2023,green
373,236,1st OT,1:10,False,3,32,True,121,116,MIL,GSW,2023,red
69,275,1st OT,1:00,True,2,4,True,123,116,MIL,GSW,2023,green
246,67,1st Qtr,10:13,True,3,26,True,8,0,PHO,GSW,2023,green
